eligibility_rule_id,cycle_id,external_applicants_status,citizenship_rule_text,citizenship_us_citizen,citizenship_permanent_resident,citizenship_international,eligible_years_text,first_year_eligible,sophomore_eligible,junior_eligible,senior_eligible,graduating_senior_eligible,min_gpa,enrolled_required,graduation_rule_text,institution_type_rule_text,two_year_institution_eligible,four_year_institution_eligible,degree_seeking_required,prior_research_status,raw_eligibility_text,other_rule_text,parse_status
112,112,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
113,113,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
114,114,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
115,115,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
116,116,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
117,117,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
118,118,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
119,119,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
120,120,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
121,121,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
122,122,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
123,123,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
124,124,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
125,125,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
126,126,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
127,127,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
128,128,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
129,129,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
130,130,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
131,131,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
132,132,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
133,133,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
134,134,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
135,135,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
136,136,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
137,137,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
138,138,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
139,139,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
140,140,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
141,141,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
142,142,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
143,143,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
144,144,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
145,145,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
146,146,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
147,147,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
148,148,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
149,149,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
150,150,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
151,151,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
152,152,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
153,153,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
154,154,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
155,155,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
156,156,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
157,157,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
158,158,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
159,159,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
160,160,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
161,161,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
162,162,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
163,163,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
164,164,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
165,165,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
166,166,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
167,167,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
168,168,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
169,169,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
170,170,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
171,171,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
172,172,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
173,173,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
174,174,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
175,175,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
176,176,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
177,177,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
178,178,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
179,179,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
180,180,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
181,181,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
182,182,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
183,183,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
184,184,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
185,185,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
186,186,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
187,187,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
188,188,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
189,189,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
190,190,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
191,191,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
192,192,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
193,193,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
194,194,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
195,195,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
196,196,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
197,197,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
198,198,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
199,199,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
200,200,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
201,201,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
202,202,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
203,203,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
204,204,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
205,205,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
206,206,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
207,207,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
208,208,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
209,209,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
210,210,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
211,211,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
212,212,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
213,213,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
214,214,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
215,215,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
216,216,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
217,217,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
218,218,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
219,219,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
220,220,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
221,221,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
222,222,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
223,223,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
224,224,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
225,225,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
226,226,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
227,227,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
228,228,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
229,229,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
230,230,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
231,231,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
232,232,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
233,233,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
234,234,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
235,235,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
236,236,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
237,237,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
238,238,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
239,239,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
240,240,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
241,241,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
242,242,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
243,243,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
244,244,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
245,245,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
246,246,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
247,247,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
248,248,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
249,249,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
250,250,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
251,251,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
252,252,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
253,253,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
254,254,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
255,255,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
256,256,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
257,257,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
258,258,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
259,259,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
260,260,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
261,261,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
262,262,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
263,263,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
264,264,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
265,265,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
266,266,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
267,267,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
268,268,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
269,269,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
270,270,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
271,271,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
272,272,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
273,273,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
274,274,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
275,275,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
276,276,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
277,277,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
278,278,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
279,279,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
280,280,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
281,281,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
282,282,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
283,283,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
284,284,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
285,285,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
286,286,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
287,287,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
